Year,DayOfWeek,Shift,Country,State,Local,Industry Sector,Accident Severity,Potential Severity,Accident Type,Gender,Age,Employee Type,Critical Risk,Damage Index,Hour Type,Safety Gear,Month
2017,Saturday,Afternoon,India,Odisha,Odisha_Local_8,Electronics,Handicapped,Moderate,Slips/Trips,Male,53,Outsider,Heavy Machinery,5250,Working Hours,Yes,February
2016,Tuesday,Night,India,Odisha,Odisha_Local_4,Construction,Severe Injury,High,Fire,Male,52,Outsider,Chemical Exposure,8858,Overtime,Yes,September
2016,Friday,Afternoon,India,Assam,Assam_Local_7,Textiles,Severe Injury,High,Manual Handling,Male,33,Employee,Chemical Exposure,327,Working Hours,No,June
2015,Monday,Night,India,Karnataka,Karnataka_Local_2,Cement,Handicapped,Moderate,Manual Handling,Male,25,Third Party,Manual Tools,3433,Overtime,No,September
2016,Friday,Afternoon,India,Andhra Pradesh,Andhra Pradesh_Local_5,Fertilizers,Severe Injury,High,Chemical Spill,Male,52,Third Party,Fall from Height,3759,Working Hours,No,June
2018,Thursday,Night,India,Haryana,Haryana_Local_4,Petrochemicals,Severe Injury,High,Manual Handling,Female,56,Third Party,Manual Tools,1127,Working Hours,Yes,May
2018,Friday,Night,India,Madhya Pradesh,Madhya Pradesh_Local_4,Pharmaceuticals,Severe Injury,High,Electrical Fault,Male,53,Employee,Fire/Explosion,4714,Overtime,Yes,June
2018,Tuesday,Morning,India,Andhra Pradesh,Andhra Pradesh_Local_14,Fertilizers,Severe Injury,High,Machinery Accident,Male,55,Third Party,Pressure Systems,3202,Working Hours,No,January
2019,Monday,Afternoon,India,Telangana,Telangana_Local_13,Fertilizers,Fatal,High,Machinery Accident,Female,37,Outsider,Manual Tools,8383,Working Hours,No,June
2015,Sunday,Morning,India,Tamil Nadu,Tamil Nadu_Local_8,Construction,Handicapped,Moderate,Manual Handling,Male,54,Third Party,Electric Shock,5606,Working Hours,No,June
2020,Saturday,Morning,India,Punjab,Punjab_Local_6,Steel,Severe Injury,High,Machinery Accident,Female,35,Employee,Slip/Trip,2947,Working Hours,Yes,April
2017,Wednesday,Afternoon,India,Andhra Pradesh,Andhra Pradesh_Local_13,Petrochemicals,Minor Injury,Low,Fire,Female,38,Third Party,Heavy Machinery,1449,Working Hours,No,August
2015,Thursday,Night,India,Bihar,Bihar_Local_14,Cement,Severe Injury,High,Structural Collapse,Male,42,Outsider,Pressure Systems,6172,Overtime,Yes,April
2020,Saturday,Morning,India,Karnataka,Karnataka_Local_9,Textiles,Handicapped,Moderate,Vehicle Collision,Male,27,Outsider,Heavy Machinery,3833,Working Hours,Yes,October
2016,Tuesday,Night,India,Bihar,Bihar_Local_1,Automobiles,Handicapped,Moderate,Vehicle Collision,Male,29,Third Party,Slip/Trip,3979,Overtime,Yes,March
2020,Sunday,Morning,India,Haryana,Haryana_Local_4,Cement,Handicapped,Moderate,Chemical Spill,Female,42,Employee,Manual Tools,6047,Working Hours,No,March
2016,Thursday,Morning,India,Punjab,Punjab_Local_11,Fertilizers,Minor Injury,Low,Slips/Trips,Male,32,Outsider,Chemical Exposure,3344,Working Hours,No,October
2017,Saturday,Morning,India,Madhya Pradesh,Madhya Pradesh_Local_5,Electronics,Minor Injury,Low,Explosion,Male,53,Employee,Gas Leak,3852,Working Hours,Yes,January
2020,Monday,Night,India,West Bengal,West Bengal_Local_7,Pharmaceuticals,Fatal,High,Machinery Accident,Female,25,Employee,Slip/Trip,399,Working Hours,Yes,April
2020,Friday,Afternoon,India,Punjab,Punjab_Local_2,Fertilizers,Minor Injury,Low,Slips/Trips,Male,31,Outsider,Slip/Trip,537,Working Hours,Yes,January
2017,Thursday,Afternoon,India,Maharashtra,Maharashtra_Local_10,Steel,Minor Injury,Low,Electrical Fault,Male,26,Third Party,Fire/Explosion,7472,Working Hours,No,March
2020,Thursday,Afternoon,India,Haryana,Haryana_Local_8,Textiles,Minor Injury,Low,Fire,Male,43,Outsider,Heavy Machinery,7688,Overtime,No,October
2017,Saturday,Night,India,Tamil Nadu,Tamil Nadu_Local_9,Steel,Handicapped,Moderate,Fire,Male,33,Third Party,Fall from Height,2345,Working Hours,No,December
2019,Tuesday,Night,India,Madhya Pradesh,Madhya Pradesh_Local_14,Mining,Fatal,High,Structural Collapse,Male,32,Outsider,Pressure Systems,8660,Overtime,No,June
2017,Tuesday,Afternoon,India,Bihar,Bihar_Local_5,Petrochemicals,Handicapped,Moderate,Manual Handling,Female,46,Third Party,Heavy Machinery,3452,Working Hours,No,October
2018,Tuesday,Afternoon,India,Assam,Assam_Local_7,Pharmaceuticals,Minor Injury,Low,Fire,Female,44,Outsider,Heavy Machinery,1932,Working Hours,No,February
2019,Thursday,Morning,India,Bihar,Bihar_Local_2,Petrochemicals,Severe Injury,High,Explosion,Female,53,Outsider,Manual Tools,2330,Working Hours,No,June
2017,Monday,Afternoon,India,Karnataka,Karnataka_Local_3,Cement,Handicapped,Moderate,Chemical Spill,Male,43,Employee,Manual Tools,1977,Working Hours,No,August
2019,Saturday,Morning,India,Telangana,Telangana_Local_10,Pharmaceuticals,Severe Injury,High,Fire,Male,51,Employee,Pressure Systems,2435,Overtime,No,August
2015,Tuesday,Night,India,Punjab,Punjab_Local_1,Electronics,Handicapped,Moderate,Machinery Accident,Male,45,Outsider,Fire/Explosion,2697,Working Hours,Yes,July
2020,Thursday,Night,India,Punjab,Punjab_Local_8,Textiles,Handicapped,Moderate,Machinery Accident,Male,40,Employee,Mechanical Impact,4330,Working Hours,No,November
2018,Thursday,Afternoon,India,Assam,Assam_Local_6,Construction,Severe Injury,High,Slips/Trips,Female,30,Employee,Pressure Systems,2507,Overtime,No,July
2016,Monday,Afternoon,India,West Bengal,West Bengal_Local_7,Petrochemicals,Severe Injury,High,Manual Handling,Female,32,Employee,Fire/Explosion,6668,Working Hours,Yes,April
2018,Friday,Night,India,Maharashtra,Maharashtra_Local_4,Automobiles,Minor Injury,Low,Manual Handling,Male,40,Third Party,Fire/Explosion,7395,Overtime,Yes,December
2020,Monday,Night,India,Karnataka,Karnataka_Local_13,Automobiles,Severe Injury,High,Electrical Fault,Male,50,Employee,Mechanical Impact,4037,Overtime,No,May
2019,Friday,Afternoon,India,Haryana,Haryana_Local_15,Steel,Minor Injury,Low,Electrical Fault,Male,36,Third Party,Electric Shock,1273,Working Hours,No,September
2020,Thursday,Night,India,Andhra Pradesh,Andhra Pradesh_Local_12,Steel,Minor Injury,Low,Machinery Accident,Male,29,Outsider,Chemical Exposure,6402,Working Hours,No,December
2016,Wednesday,Night,India,Punjab,Punjab_Local_14,Construction,Severe Injury,High,Manual Handling,Male,51,Outsider,Fall from Height,8431,Working Hours,No,June
2015,Tuesday,Afternoon,India,Odisha,Odisha_Local_9,Textiles,Minor Injury,Low,Explosion,Female,47,Outsider,Fall from Height,9700,Working Hours,No,October
2016,Saturday,Afternoon,India,Andhra Pradesh,Andhra Pradesh_Local_4,Steel,Handicapped,Moderate,Fall from Height,Male,50,Outsider,Slip/Trip,9318,Working Hours,No,July
2019,Tuesday,Afternoon,India,Uttar Pradesh,Uttar Pradesh_Local_11,Electronics,Handicapped,Moderate,Chemical Spill,Female,43,Third Party,Fire/Explosion,4988,Overtime,No,November
2018,Friday,Night,India,Andhra Pradesh,Andhra Pradesh_Local_2,Automobiles,Severe Injury,High,Vehicle Collision,Male,38,Outsider,Pressure Systems,3136,Overtime,No,May
2017,Tuesday,Night,India,Madhya Pradesh,Madhya Pradesh_Local_2,Textiles,Handicapped,Moderate,Machinery Accident,Male,44,Third Party,Pressure Systems,3882,Working Hours,No,September
2016,Friday,Night,India,Telangana,Telangana_Local_11,Automobiles,Handicapped,Moderate,Electrical Fault,Female,42,Outsider,Heavy Machinery,2621,Working Hours,No,October
2018,Wednesday,Night,India,Uttar Pradesh,Uttar Pradesh_Local_15,Textiles,Handicapped,Moderate,Machinery Accident,Male,55,Third Party,Slip/Trip,4486,Working Hours,No,March
2015,Wednesday,Night,India,Assam,Assam_Local_1,Mining,Severe Injury,High,Explosion,Male,47,Third Party,Gas Leak,7846,Overtime,No,June
2017,Thursday,Afternoon,India,Maharashtra,Maharashtra_Local_15,Pharmaceuticals,Minor Injury,Low,Machinery Accident,Male,44,Outsider,Fall from Height,2227,Working Hours,No,July
2019,Saturday,Morning,India,Haryana,Haryana_Local_14,Textiles,Handicapped,Moderate,Fall from Height,Male,40,Outsider,Slip/Trip,8479,Working Hours,No,March
2015,Tuesday,Afternoon,India,Uttar Pradesh,Uttar Pradesh_Local_14,Electronics,Severe Injury,High,Chemical Spill,Female,31,Employee,Electric Shock,9784,Working Hours,Yes,April
2019,Monday,Morning,India,Odisha,Odisha_Local_6,Fertilizers,Minor Injury,Low,Fire,Male,31,Outsider,Mechanical Impact,9566,Working Hours,No,March
2016,Thursday,Morning,India,Odisha,Odisha_Local_1,Mining,Minor Injury,Low,Slips/Trips,Male,29,Employee,Manual Tools,1225,Working Hours,No,February
2016,Sunday,Night,India,Punjab,Punjab_Local_10,Cement,Severe Injury,High,Structural Collapse,Male,42,Third Party,Fall from Height,9077,Working Hours,No,April
2015,Thursday,Night,India,Maharashtra,Maharashtra_Local_15,Fertilizers,Handicapped,Moderate,Slips/Trips,Male,40,Employee,Fall from Height,6015,Overtime,No,October
2019,Tuesday,Morning,India,West Bengal,West Bengal_Local_6,Cement,Severe Injury,High,Manual Handling,Male,42,Outsider,Pressure Systems,7042,Working Hours,No,May
2020,Thursday,Night,India,Punjab,Punjab_Local_2,Construction,Handicapped,Moderate,Fall from Height,Male,52,Third Party,Fall from Height,7195,Overtime,Yes,October
2015,Tuesday,Night,India,Uttar Pradesh,Uttar Pradesh_Local_12,Textiles,Severe Injury,High,Fall from Height,Male,37,Outsider,Heavy Machinery,833,Working Hours,No,May
2019,Monday,Afternoon,India,Tamil Nadu,Tamil Nadu_Local_15,Automobiles,Minor Injury,Low,Vehicle Collision,Female,50,Outsider,Manual Tools,9201,Working Hours,No,November
2017,Thursday,Afternoon,India,Madhya Pradesh,Madhya Pradesh_Local_14,Fertilizers,Severe Injury,High,Fire,Male,34,Third Party,Manual Tools,9261,Overtime,No,June
2015,Friday,Night,India,Chhattisgarh,Chhattisgarh_Local_9,Pharmaceuticals,Minor Injury,Low,Slips/Trips,Male,40,Outsider,Gas Leak,4078,Overtime,No,October
2016,Sunday,Afternoon,India,Maharashtra,Maharashtra_Local_2,Electronics,Severe Injury,High,Explosion,Female,39,Outsider,Mechanical Impact,8934,Working Hours,No,June
2017,Monday,Night,India,Tamil Nadu,Tamil Nadu_Local_11,Pharmaceuticals,Handicapped,Moderate,Electrical Fault,Female,47,Employee,Fall from Height,9685,Overtime,No,July
2017,Sunday,Night,India,Madhya Pradesh,Madhya Pradesh_Local_9,Petrochemicals,Minor Injury,Low,Machinery Accident,Female,30,Third Party,Pressure Systems,5989,Overtime,Yes,July
2015,Monday,Morning,India,Maharashtra,Maharashtra_Local_4,Pharmaceuticals,Severe Injury,High,Chemical Spill,Male,40,Employee,Chemical Exposure,9739,Working Hours,No,March
2016,Sunday,Afternoon,India,Bihar,Bihar_Local_13,Textiles,Handicapped,Moderate,Machinery Accident,Female,31,Outsider,Heavy Machinery,5718,Working Hours,No,August
2020,Thursday,Afternoon,India,Madhya Pradesh,Madhya Pradesh_Local_12,Petrochemicals,Severe Injury,High,Manual Handling,Male,52,Outsider,Electric Shock,3241,Overtime,No,March
2015,Wednesday,Morning,India,Odisha,Odisha_Local_6,Fertilizers,Minor Injury,Low,Fire,Male,46,Third Party,Heavy Machinery,2534,Working Hours,No,November
2016,Thursday,Afternoon,India,Chhattisgarh,Chhattisgarh_Local_10,Construction,Minor Injury,Low,Slips/Trips,Male,41,Third Party,Electric Shock,8278,Working Hours,No,September
2016,Tuesday,Afternoon,India,Gujarat,Gujarat_Local_4,Steel,Fatal,High,Electrical Fault,Female,44,Outsider,Slip/Trip,9666,Overtime,No,May
2017,Friday,Morning,India,Punjab,Punjab_Local_6,Construction,Minor Injury,Low,Manual Handling,Female,35,Employee,Heavy Machinery,7438,Working Hours,No,September
2020,Tuesday,Afternoon,India,Madhya Pradesh,Madhya Pradesh_Local_14,Automobiles,Severe Injury,High,Electrical Fault,Male,27,Employee,Manual Tools,5508,Working Hours,Yes,June
2015,Tuesday,Afternoon,India,Rajasthan,Rajasthan_Local_7,Mining,Handicapped,Moderate,Chemical Spill,Male,54,Outsider,Gas Leak,1990,Overtime,Yes,October
2019,Saturday,Morning,India,Telangana,Telangana_Local_11,Fertilizers,Minor Injury,Low,Vehicle Collision,Male,32,Employee,Gas Leak,7194,Working Hours,No,March
2018,Friday,Morning,India,West Bengal,West Bengal_Local_6,Electronics,Minor Injury,Low,Electrical Fault,Female,47,Outsider,Mechanical Impact,6117,Working Hours,No,July
2015,Tuesday,Afternoon,India,Tamil Nadu,Tamil Nadu_Local_15,Pharmaceuticals,Minor Injury,Low,Chemical Spill,Female,51,Outsider,Electric Shock,5967,Working Hours,No,December
2020,Saturday,Night,India,Bihar,Bihar_Local_6,Pharmaceuticals,Fatal,High,Chemical Spill,Male,28,Outsider,Heavy Machinery,5452,Working Hours,Yes,May
2016,Thursday,Morning,India,Assam,Assam_Local_5,Petrochemicals,Minor Injury,Low,Structural Collapse,Male,48,Outsider,Fire/Explosion,7687,Working Hours,Yes,November
2020,Sunday,Morning,India,Karnataka,Karnataka_Local_12,Construction,Minor Injury,Low,Manual Handling,Male,29,Employee,Fall from Height,9315,Working Hours,No,January
2015,Monday,Morning,India,Chhattisgarh,Chhattisgarh_Local_12,Textiles,Fatal,High,Machinery Accident,Female,40,Outsider,Fall from Height,5625,Working Hours,No,June
2016,Wednesday,Afternoon,India,Bihar,Bihar_Local_14,Cement,Severe Injury,High,Fire,Male,47,Outsider,Mechanical Impact,5812,Working Hours,No,November
2015,Sunday,Morning,India,Tamil Nadu,Tamil Nadu_Local_5,Steel,Handicapped,Moderate,Structural Collapse,Male,51,Third Party,Electric Shock,7766,Working Hours,No,August
2015,Tuesday,Night,India,Tamil Nadu,Tamil Nadu_Local_15,Textiles,Fatal,High,Structural Collapse,Male,26,Outsider,Fire/Explosion,8731,Overtime,No,April
2017,Monday,Night,India,Odisha,Odisha_Local_4,Mining,Severe Injury,High,Fall from Height,Male,46,Outsider,Mechanical Impact,4131,Overtime,No,June
2018,Wednesday,Afternoon,India,West Bengal,West Bengal_Local_10,Petrochemicals,Minor Injury,Low,Electrical Fault,Female,42,Third Party,Fire/Explosion,6988,Working Hours,No,January
2018,Wednesday,Night,India,Haryana,Haryana_Local_6,Automobiles,Fatal,High,Electrical Fault,Male,28,Employee,Mechanical Impact,3324,Working Hours,No,February
2019,Tuesday,Afternoon,India,Punjab,Punjab_Local_10,Steel,Severe Injury,High,Machinery Accident,Female,56,Third Party,Pressure Systems,2400,Working Hours,No,September
2017,Wednesday,Night,India,Haryana,Haryana_Local_10,Petrochemicals,Fatal,High,Explosion,Male,43,Outsider,Manual Tools,1117,Overtime,No,May
2020,Monday,Night,India,Madhya Pradesh,Madhya Pradesh_Local_10,Cement,Handicapped,Moderate,Chemical Spill,Male,41,Employee,Manual Tools,7687,Overtime,Yes,October
2015,Friday,Night,India,Bihar,Bihar_Local_10,Pharmaceuticals,Fatal,High,Fire,Female,47,Outsider,Slip/Trip,8790,Working Hours,No,April
2018,Thursday,Afternoon,India,Chhattisgarh,Chhattisgarh_Local_12,Textiles,Minor Injury,Low,Manual Handling,Male,28,Third Party,Heavy Machinery,2448,Working Hours,No,March
2015,Tuesday,Night,India,Andhra Pradesh,Andhra Pradesh_Local_11,Construction,Minor Injury,Low,Slips/Trips,Male,35,Third Party,Mechanical Impact,2102,Overtime,Yes,September
2020,Wednesday,Morning,India,Tamil Nadu,Tamil Nadu_Local_9,Petrochemicals,Severe Injury,High,Fire,Male,31,Third Party,Pressure Systems,8059,Overtime,No,June
2016,Saturday,Morning,India,Odisha,Odisha_Local_2,Electronics,Minor Injury,Low,Electrical Fault,Male,42,Employee,Electric Shock,7976,Working Hours,No,August
2017,Friday,Morning,India,Chhattisgarh,Chhattisgarh_Local_3,Automobiles,Handicapped,Moderate,Manual Handling,Female,45,Third Party,Gas Leak,1918,Working Hours,No,March
2019,Thursday,Afternoon,India,Telangana,Telangana_Local_8,Cement,Severe Injury,High,Electrical Fault,Male,42,Employee,Chemical Exposure,697,Overtime,No,June
2020,Wednesday,Afternoon,India,Telangana,Telangana_Local_6,Automobiles,Severe Injury,High,Structural Collapse,Male,33,Employee,Mechanical Impact,869,Working Hours,No,December
2018,Wednesday,Afternoon,India,Rajasthan,Rajasthan_Local_14,Construction,Minor Injury,Low,Fall from Height,Female,41,Outsider,Chemical Exposure,7139,Working Hours,Yes,December
2015,Thursday,Morning,India,Uttar Pradesh,Uttar Pradesh_Local_3,Pharmaceuticals,Severe Injury,High,Machinery Accident,Male,40,Outsider,Electric Shock,9231,Overtime,No,June
2016,Saturday,Afternoon,India,Rajasthan,Rajasthan_Local_14,Automobiles,Handicapped,Moderate,Manual Handling,Female,47,Outsider,Chemical Exposure,9507,Overtime,No,March
2016,Sunday,Afternoon,India,Assam,Assam_Local_1,Electronics,Fatal,High,Chemical Spill,Male,36,Third Party,Mechanical Impact,6993,Overtime,No,September
2017,Friday,Afternoon,India,West Bengal,West Bengal_Local_3,Cement,Fatal,High,Structural Collapse,Female,48,Outsider,Fall from Height,3506,Working Hours,No,May
2019,Thursday,Night,India,Punjab,Punjab_Local_14,Mining,Severe Injury,High,Explosion,Female,52,Employee,Manual Tools,4343,Overtime,No,September
2018,Friday,Afternoon,India,Tamil Nadu,Tamil Nadu_Local_3,Petrochemicals,Minor Injury,Low,Fire,Male,36,Outsider,Electric Shock,713,Working Hours,No,March
2020,Tuesday,Afternoon,India,Uttar Pradesh,Uttar Pradesh_Local_8,Petrochemicals,Handicapped,Moderate,Electrical Fault,Female,42,Third Party,Chemical Exposure,866,Working Hours,No,October
2015,Saturday,Morning,India,Gujarat,Gujarat_Local_13,Fertilizers,Minor Injury,Low,Explosion,Female,53,Employee,Pressure Systems,8960,Working Hours,Yes,July
2017,Wednesday,Night,India,Rajasthan,Rajasthan_Local_9,Petrochemicals,Severe Injury,High,Explosion,Female,48,Outsider,Mechanical Impact,3927,Overtime,Yes,April
2015,Friday,Morning,India,Maharashtra,Maharashtra_Local_12,Petrochemicals,Severe Injury,High,Vehicle Collision,Female,43,Employee,Fire/Explosion,151,Overtime,No,May
2019,Sunday,Afternoon,India,Maharashtra,Maharashtra_Local_11,Mining,Minor Injury,Low,Slips/Trips,Male,37,Third Party,Chemical Exposure,9197,Working Hours,Yes,April
2020,Tuesday,Afternoon,India,Bihar,Bihar_Local_11,Pharmaceuticals,Severe Injury,High,Machinery Accident,Male,27,Third Party,Chemical Exposure,6446,Working Hours,Yes,June
2017,Wednesday,Afternoon,India,Telangana,Telangana_Local_5,Textiles,Minor Injury,Low,Vehicle Collision,Male,51,Third Party,Mechanical Impact,5787,Working Hours,No,March
2015,Friday,Afternoon,India,Punjab,Punjab_Local_7,Fertilizers,Severe Injury,High,Machinery Accident,Female,27,Employee,Fall from Height,9907,Overtime,No,April
2017,Saturday,Afternoon,India,Uttar Pradesh,Uttar Pradesh_Local_7,Pharmaceuticals,Minor Injury,Low,Electrical Fault,Male,30,Outsider,Chemical Exposure,6211,Working Hours,No,November
2018,Wednesday,Morning,India,Rajasthan,Rajasthan_Local_4,Pharmaceuticals,Minor Injury,Low,Fall from Height,Male,40,Employee,Fall from Height,8987,Working Hours,No,January
2020,Thursday,Night,India,Telangana,Telangana_Local_2,Steel,Handicapped,Moderate,Structural Collapse,Male,44,Outsider,Pressure Systems,2065,Overtime,No,March
2015,Monday,Afternoon,India,Haryana,Haryana_Local_15,Textiles,Minor Injury,Low,Fall from Height,Male,48,Employee,Chemical Exposure,8517,Working Hours,No,July
2018,Tuesday,Night,India,Karnataka,Karnataka_Local_9,Electronics,Severe Injury,High,Machinery Accident,Female,47,Third Party,Manual Tools,7477,Working Hours,Yes,June
2017,Wednesday,Afternoon,India,Madhya Pradesh,Madhya Pradesh_Local_13,Pharmaceuticals,Minor Injury,Low,Machinery Accident,Male,37,Outsider,Electric Shock,6210,Working Hours,No,February
2018,Wednesday,Morning,India,Gujarat,Gujarat_Local_4,Electronics,Severe Injury,High,Explosion,Male,40,Employee,Slip/Trip,160,Overtime,Yes,April
2016,Wednesday,Morning,India,Assam,Assam_Local_2,Automobiles,Fatal,High,Manual Handling,Male,52,Employee,Gas Leak,7181,Overtime,Yes,January
2020,Wednesday,Afternoon,India,Uttar Pradesh,Uttar Pradesh_Local_7,Mining,Fatal,High,Slips/Trips,Female,41,Third Party,Chemical Exposure,3162,Working Hours,No,April
2017,Monday,Morning,India,Bihar,Bihar_Local_13,Mining,Severe Injury,High,Structural Collapse,Male,48,Third Party,Gas Leak,5629,Working Hours,Yes,April
